Company,Location,Date,Rocket,Mission,RocketStatus,MissionStatus,Latitude,Longitude,Country
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-06-01,Vostok-2,Zenit-2 nâ Â­3,Retired,Failure,45.965,63.305, Kazakhstan
US Air Force,SLC-1W (75-3-4); Vandenberg AFB; California; USA,1962-06-02,Thor-DM18 Agena-A,FTV 1127 & Oscar 2,Retired,Success,34.742,-120.5724, USA
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1962-06-17,Atlas-LV3 Agena-B,Samos 8,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-1E (75-3-5); Vandenberg AFB; California; USA,1962-06-18,Thor DM-21 Agena-B,FTV 2312,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-17A; Cape Canaveral AFS; Florida; USA,1962-06-19,Thor DM-19 Delta,TIROS-5,Retired,Success,28.3922,-80.6077, USA
US Air Force,SLC-1W (75-3-4); Vandenberg AFB; California; USA,1962-06-23,Thor DM-21 Agena-B,FTV 1129,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-2E (75-1-1); Vandenberg AFB; California; USA,1962-06-28,Thor DM-21 Agena-D,FTV 1151,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1962-06-30,Cosmos-2I (63S1),Cosmos 6,Retired,Success,48.574,45.728, Russia
US Air Force,SLC-17B; Cape Canaveral AFS; Florida; USA,1962-07-10,Thor DM-19 Delta,Telstar 1,Retired,Success,28.3922,-80.6077, USA
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1962-07-18,Atlas-LV3 Agena-B,Samos 9,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-1E (75-3-5); Vandenberg AFB; California; USA,1962-07-21,Thor DM-21 Agena-B,FTV 1130,Retired,Success,34.742,-120.5724, USA
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1962-07-22,Atlas-LV3 Agena-B,Mariner 1,Retired,Failure,28.3922,-80.6077, USA
US Air Force,SLC-1W (75-3-4); Vandenberg AFB; California; USA,1962-07-28,Thor DM-21 Agena-B,FTV 1131,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-07-28,Vostok-2,Cosmos 7,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-2E (75-1-1); Vandenberg AFB; California; USA,1962-08-02,Thor DM-21 Agena-D,FTV 1152,Retired,Success,34.742,-120.5724, USA
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1962-08-05,Atlas-LV3 Agena-B,Samos 10,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-08-11,Vostok,Vostok 3,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-08-12,Vostok,Vostok 4,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1962-08-18,Cosmos-2I (63S1),Cosmos 8,Retired,Success,48.574,45.728, Russia
US Air Force,SLC-5; Vandenberg AFB; California; USA,1962-08-23,Scout X-2M,DSAP-1 F2 (Program 35),Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-08-25,Molniya,2MV-1 nâ Â­1 (Venera 2),Retired,Failure,45.965,63.305, Kazakhstan
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1962-08-27,Atlas-LV3 Agena-B,Mariner 2,Retired,Success,28.3922,-80.6077, USA
US Air Force,SLC-2W; Vandenberg AFB; California; USA,1962-08-29,Thor DM-21 Agena-D,FTV 1153,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-09-01,Molniya,2MV-1 nâ Â­2 (Venera 2),Retired,Failure,45.965,63.305, Kazakhstan
US Air Force,SLC-1E (75-3-5); Vandenberg AFB; California; USA,1962-09-01,Thor DM-21 Agena-B,FTV 1132,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-09-12,Molniya,2MV-2 nâ Â­1 (Venera 2),Retired,Failure,45.965,63.305, Kazakhstan
US Air Force,SLC-1W (75-3-4); Vandenberg AFB; California; USA,1962-09-17,Thor DM-21 Agena-B,FTV 1133 & ERS-2,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-17A; Cape Canaveral AFS; Florida; USA,1962-09-18,Thor DM-19 Delta,TIROS-6,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-09-27,Vostok-2,Cosmos 9,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-2E (75-1-1); Vandenberg AFB; California; USA,1962-09-29,Thor DM-21 Agena-B,Alouette 1 & TAVE,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-2W; Vandenberg AFB; California; USA,1962-09-29,Thor DM-21 Agena-D,FTV 1154,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-17B; Cape Canaveral AFS; Florida; USA,1962-10-02,Delta A,Explorer 14,Retired,Success,28.3922,-80.6077, USA
NASA,LC-14; Cape Canaveral AFS; Florida; USA,1962-10-03,Atlas-D Mercury,Sigma 7 (MA-8),Retired,Success,28.3922,-80.6077, USA
US Air Force,SLC-1W (75-3-4); Vandenberg AFB; California; USA,1962-10-09,Thor DM-21 Agena-B,FTV 1134,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-10-17,Vostok-2,Cosmos 10,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1962-10-18,Atlas-LV3 Agena-B,Ranger 5,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1962-10-20,Cosmos-2I (63S1),Cosmos 11,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-10-24,Molniya,2MV-4 nâ Â­1 (Mars 1),Retired,Failure,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1962-10-25,Cosmos-2I (63S1),1MS #2,Retired,Failure,48.574,45.728, Russia
US Air Force,SLC-2W; Vandenberg AFB; California; USA,1962-10-26,Thor DM-21 Agena-D,STARAD,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-17B; Cape Canaveral AFS; Florida; USA,1962-10-27,Delta A,Explorer 15,Retired,Success,28.3922,-80.6077, USA
US Air Force,SLC-17A; Cape Canaveral AFS; Florida; USA,1962-10-31,Thor-DM21 Ablestar,ANNA 1B,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-11-01,Molniya,Mars 1,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-11-04,Molniya,2MV-3 nâ Â­1 (Mars 2),Retired,Failure,45.965,63.305, Kazakhstan
US Air Force,SLC-1W (75-3-4); Vandenberg AFB; California; USA,1962-11-05,Thor DM-21 Agena-B,FTV 1136,Retired,Success,34.742,-120.5724, USA
General Dynamics,SLC-3W; Vandenberg AFB; California; USA,1962-11-11,Atlas-LV3 Agena-B,Samos 11,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-1W (75-3-4); Vandenberg AFB; California; USA,1962-11-24,Thor DM-21 Agena-B,FTV 1135,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-2E (75-1-1); Vandenberg AFB; California; USA,1962-12-04,Thor DM-21 Agena-D,FTV 1155,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-2E (75-1-1); Vandenberg AFB; California; USA,1962-12-13,Thor DM-21 Agena-D,Injun 3 & Others,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-17A; Cape Canaveral AFS; Florida; USA,1962-12-13,Delta B,Relay 1,Retired,Success,28.3922,-80.6077, USA
US Air Force,SLC-1E (75-3-5); Vandenberg AFB; California; USA,1962-12-14,Thor DM-21 Agena-D,FTV 1156,Retired,Success,34.742,-120.5724, USA
NASA,LA-3; Wallops Flight Facility; Virginia; USA,1962-12-16,Scout X-3,Explorer 16 (S-55B),Retired,Success,37.9402,-75.4664, USA
General Dynamics,SLC-3E; Vandenberg AFB; California; USA,1962-12-17,Atlas-LV3 Agena-B,Midas 6,Retired,Failure,34.742,-120.5724, USA
US Air Force,SLC-5; Vandenberg AFB; California; USA,1962-12-19,Scout X-3,Transit-5A 1,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1962-12-22,Vostok-2,Cosmos 12,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-01-04,Molniya,E-6 nâ Â­1 (Luna 4),Retired,Failure,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-02-03,Molniya,E-6 nâ Â­2 (Luna 4),Retired,Failure,45.965,63.305, Kazakhstan
US Air Force,SLC-5; Vandenberg AFB; California; USA,1963-02-19,Scout X-3M,DSAP-1 F3 (Program 35),Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-03-21,Vostok-2,Cosmos 13,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-04-02,Molniya,Luna 4,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-5; Vandenberg AFB; California; USA,1963-04-05,Scout X-3,Transit-5A 2,Retired,Failure,34.742,-120.5724, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-04-06,Cosmos-2I (63S1),DS-P1 #2,Retired,Failure,48.574,45.728, Russia
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-04-13,Cosmos-2I (63S1),Cosmos 14,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-04-22,Vostok-2,Cosmos 15,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-5; Vandenberg AFB; California; USA,1963-04-26,Scout X-2M,DSAP-1 F4 (Program 35),Retired,Failure,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-04-28,Vostok-2,Cosmos 16,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-3E; Vandenberg AFB; California; USA,1963-05-09,Atlas-LV3 Agena-B,Midas 7,Retired,Success,34.742,-120.5724, USA
NASA,LC-14; Cape Canaveral AFS; Florida; USA,1963-05-15,Atlas-D Mercury,Faith 7 (MA-9),Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-05-22,Cosmos-2I (63S1),Cosmos 17,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-05-24,Vostok-2,Cosmos 18,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-06-01,Cosmos-2I (63S1),DS-MT #1,Retired,Failure,48.574,45.728, Russia
General Dynamics,SLC-3E; Vandenberg AFB; California; USA,1963-06-12,Atlas-LV3 Agena-B,Midas 8,Retired,Failure,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-06-14,Vostok,Vostok 5,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-5; Vandenberg AFB; California; USA,1963-06-16,Scout X-3,Transit-5A 3,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-06-16,Vostok,Vostok 6,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-5; Vandenberg AFB; California; USA,1963-06-28,Scout X-4,CRL-1 (GRS),Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-07-10,Vostok-2,Zenit-2 nâ Â­12,Retired,Failure,45.965,63.305, Kazakhstan
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1963-07-12,Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,Success,34.742,-120.5724, USA
General Dynamics,SLC-3E; Vandenberg AFB; California; USA,1963-07-19,Atlas-LV3 Agena-B,Midas 9,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-08-06,Cosmos-2I (63S1),Cosmos 19,Retired,Success,48.574,45.728, Russia
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-08-22,Cosmos-2I (63S1),DS-A1 #3,Retired,Failure,48.574,45.728, Russia
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1963-09-06,Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,Success,34.742,-120.5724, USA
US Air Force,SLC-5; Vandenberg AFB; California; USA,1963-09-27,Scout X-2B,DSAP-1 F5 (Program 35),Retired,Failure,34.742,-120.5724, USA
General Dynamics,LC-13; Cape Canaveral AFS; Florida; USA,1963-10-17,Atlas-LV3 Agena-D,Vela 1A/1B,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-10-18,Vostok-2,Cosmos 20,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-10-24,Cosmos-2I (63S1),DS-A1 #4,Retired,Failure,48.574,45.728, Russia
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1963-10-25,Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-11-01,Poliot,Poliot-1,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-11-11,Molniya,Cosmos 21,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-11-16,Voskhod,Cosmos 22,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1963-11-27,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-11-28,Vostok-2,Zenit-2 nâ Â­14,Retired,Failure,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1963-12-13,Cosmos-2I (63S1),Cosmos 23,Retired,Success,48.574,45.728, Russia
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1963-12-18,Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1963-12-19,Vostok-2,Cosmos 24,Retired,Success,45.965,63.305, Kazakhstan
NASA,SLC-5; Vandenberg AFB; California; USA,1963-12-19,Scout X-4,Explorer 19 (AD-A),Retired,Success,34.742,-120.5724, USA
NASA,LC-34; Cape Canaveral AFS; Florida; USA,1964-01-29,Saturn I,SA-5,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-01-30,Vostok,Elektron 1 & 2,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1964-01-30,Atlas-LV3 Agena-B,Ranger 6,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-02-19,Molniya,3MV-1 nâ Â­2 (Zond 1),Retired,Failure,45.965,63.305, Kazakhstan
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1964-02-25,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1964-02-27,Cosmos-2I (63S1),Cosmos 25,Retired,Success,48.574,45.728, Russia
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1964-03-11,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1964-03-18,Cosmos-2I (63S1),Cosmos 26,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-03-21,Molniya,E-6 nâ Â­6,Retired,Failure,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-03-27,Molniya,Cosmos 27,Retired,Partial Failure,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-04-02,Molniya,Zond 1,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-04-04,Vostok-2,Cosmos 28,Retired,Success,45.965,63.305, Kazakhstan
NASA,LC-19; Cape Canaveral AFS; Florida; USA,1964-04-08,Titan II GLV,Gemini 1,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-04-12,Poliot,Poliot-2,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-04-20,Molniya,E-6 nâ Â­5 (Luna 5),Retired,Failure,45.965,63.305, Kazakhstan
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1964-04-23,Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-04-25,Vostok-2,Cosmos 29,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-05-18,Voskhod,Cosmos 30,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1964-05-19,Atlas-LV3 Agena-D,KH-7 Gambit 4008,Retired,Success,34.742,-120.5724, USA
NASA,SLC-37B; Cape Canaveral AFS; Florida; USA,1964-05-28,Saturn I,A-101,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-06-04,Molniya,Molniya-1 nâ Â­1,Retired,Failure,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1964-06-06,Cosmos-2I (63S1),Cosmos 31,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-06-10,Vostok-2,Cosmos 32,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-06-23,Vostok-2,Cosmos 33,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1964-06-30,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),Retired,Failure,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-07-01,Voskhod,Cosmos 34,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1964-07-06,Atlas-LV3 Agena-D,KH-7 Gambit 4009,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-07-10,Vostok,Elektron 3 & 4,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-07-15,Vostok-2,Cosmos 35,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,LC-13; Cape Canaveral AFS; Florida; USA,1964-07-17,Atlas-LV3 Agena-D,Vela 2A/2B,Retired,Success,28.3922,-80.6077, USA
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1964-07-28,Atlas-LV3 Agena-B,Ranger 7,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1964-07-30,Cosmos-2I (63S1),Cosmos 36,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-08-14,Vostok-2,Cosmos 37,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-4E; Vandenberg AFB; California; USA,1964-08-14,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 41/15; Baikonur Cosmodrome; Kazakhstan,1964-08-18,Cosmos-1 (65S3),Cosmos 38; 39 & 40,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-08-22,Molniya,Cosmos 41,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1964-08-22,Cosmos-2I (63S1),Cosmos 42 & 43,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-08-28,Vostok-2M,Cosmos 44,Retired,Success,45.965,63.305, Kazakhstan
US Air Force,SLC-20; Cape Canaveral AFS; Florida; USA,1964-09-01,Titan IIIA,Transtage 1,Retired,Failure,28.3922,-80.6077, USA
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1964-09-05,Atlas-LV3 Agena-B,OGO 1,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-09-13,Voskhod,Cosmos 45,Retired,Success,45.965,63.305, Kazakhstan
NASA,SLC-37B; Cape Canaveral AFS; Florida; USA,1964-09-18,Saturn I,A-102,Retired,Success,28.3922,-80.6077, USA
General Dynamics,SLC-4E; Vandenberg AFB; California; USA,1964-09-23,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-09-24,Vostok-2,Cosmos 46,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-10-06,Voskhod,Cosmos 47,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-4E; Vandenberg AFB; California; USA,1964-10-08,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,Retired,Failure,34.742,-120.5724, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-10-12,Voskhod,Voskhod 1,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-10-14,Vostok-2,Cosmos 48,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1964-10-23,Atlas-LV3 Agena-D,KH-7 Gambit 4013,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 41/15; Baikonur Cosmodrome; Kazakhstan,1964-10-23,Cosmos-1 (65S3),Strela-1 #4; 5; 6,Retired,Failure,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1964-10-24,Cosmos-2I (63S1),Cosmos 49,Retired,Success,48.574,45.728, Russia
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1964-10-28,Vostok-2,Cosmos 50,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,LC-13; Cape Canaveral AFS; Florida; USA,1964-11-05,Atlas-LV3 Agena-D,Mariner 3,Retired,Failure,28.3922,-80.6077, USA
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1964-11-28,Atlas-LV3 Agena-D,Mariner 4,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1964-11-30,Molniya,Zond 2,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Mayak-2; Kapustin Yar; Russia,1964-12-01,Cosmos-2I (63S1),DS-2 #2,Retired,Failure,48.574,45.728, Russia
General Dynamics,SLC-4E; Vandenberg AFB; California; USA,1964-12-04,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 86/1; Kapustin Yar; Russia,1964-12-09,Cosmos-2I (63S1),Cosmos 51,Retired,Success,48.574,45.728, Russia
US Air Force,SLC-20; Cape Canaveral AFS; Florida; USA,1964-12-10,Titan IIIA,Transtage 2,Retired,Success,28.3922,-80.6077, USA
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1964-12-11,Atlas-LV3C Centaur-C,Surveyor-Model 1,Retired,Partial Failure,28.3922,-80.6077, USA
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1965-01-11,Vostok-2,Cosmos 52,Retired,Success,45.965,63.305, Kazakhstan
NASA,LC-19; Cape Canaveral AFS; Florida; USA,1965-01-19,Titan II GLV,Gemini 2,Retired,Success,28.3922,-80.6077, USA
General Dynamics,LC-576B3; Vandenberg AFB; California; USA,1965-01-21,Atlas-D OV1,OV1-1,Retired,Failure,34.742,-120.5724, USA
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1965-01-23,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,Retired,Success,34.742,-120.5724, USA
RVSN USSR,Site 86/1; Kapustin Yar; Russia,1965-01-30,Cosmos-2I (63S1),Cosmos 53,Retired,Success,48.574,45.728, Russia
US Air Force,SLC-20; Cape Canaveral AFS; Florida; USA,1965-02-11,Titan IIIA,LES 1,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 86/1; Kapustin Yar; Russia,1965-02-12,Cosmos-2I (63S1),DS-P1 You #2,Retired,Failure,48.574,45.728, Russia
NASA,SLC-37B; Cape Canaveral AFS; Florida; USA,1965-02-16,Saturn I,A-103,Retired,Success,28.3922,-80.6077, USA
General Dynamics,LC-12; Cape Canaveral AFS; Florida; USA,1965-02-17,Atlas-LV3 Agena-B,Ranger 8,Retired,Success,28.3922,-80.6077, USA
RVSN USSR,Site 86/1; Kapustin Yar; Russia,1965-02-20,Cosmos-2I (63S1),DS-A1 #6,Retired,Failure,48.574,45.728, Russia
RVSN USSR,Site 41/15; Baikonur Cosmodrome; Kazakhstan,1965-02-21,Cosmos-1 (65S3),Cosmos 54; 55 & 56,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1965-02-22,Voskhod,Cosmos 57,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1965-02-26,Vostok-2M,Cosmos 58,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-36A; Cape Canaveral AFS; Florida; USA,1965-03-02,Atlas-LV3C Centaur-C,Surveyor-SD 1,Retired,Failure,28.3922,-80.6077, USA
RVSN USSR,Site 31/6; Baikonur Cosmodrome; Kazakhstan,1965-03-07,Voskhod,Cosmos 59,Retired,Success,45.965,63.305, Kazakhstan
RVSN USSR,Site 1/5; Baikonur Cosmodrome; Kazakhstan,1965-03-12,Molniya,Cosmos 60,Retired,Success,45.965,63.305, Kazakhstan
General Dynamics,SLC-4W; Vandenberg AFB; California; USA,1965-03-12,Atlas-SLV3 Agena-D,KH-7 Gambit 4016,Retired,Success,34.742,-120.5724, USA
